attack_id,samples_spoof,AUC,EER
A01,3716,0.999967365020033,0.0025846059215273217
A03,3716,0.9998000711421441,0.0052420860701654325
A02,3716,0.9995817653052775,0.00908815542446177
A05,3716,0.9816021092547311,0.07230158354639364
A04,3716,0.9813292005549427,0.07375927931825207
A06,3716,0.41287189091087295,0.5537944870752807
