attack_id,samples_spoof,AUC,EER
A02,3716,1.0,0.0
A03,3716,0.9999963034812335,0.00178848139404806
A01,3716,0.9999743355982784,0.0027920334317381923
A05,3716,0.9980590108031289,0.013388368512926418
A04,3716,0.9842420573429338,0.05538673613023912
A06,3716,0.9364107943417493,0.1333957446520879
